date_id,date,month,year,quarter,weekday
824,2016-01-10,2016-01,2016,2016-Q1,Sunday
825,2016-01-11,2016-01,2016,2016-Q1,Monday
826,2016-01-12,2016-01,2016,2016-Q1,Tuesday
827,2016-01-13,2016-01,2016,2016-Q1,Wednesday
828,2016-01-14,2016-01,2016,2016-Q1,Thursday
829,2016-01-15,2016-01,2016,2016-Q1,Friday
830,2016-01-16,2016-01,2016,2016-Q1,Saturday
831,2016-01-17,2016-01,2016,2016-Q1,Sunday
832,2016-01-18,2016-01,2016,2016-Q1,Monday
833,2016-01-19,2016-01,2016,2016-Q1,Tuesday
834,2016-01-20,2016-01,2016,2016-Q1,Wednesday
835,2016-01-21,2016-01,2016,2016-Q1,Thursday
836,2016-01-22,2016-01,2016,2016-Q1,Friday
837,2016-01-23,2016-01,2016,2016-Q1,Saturday
838,2016-01-24,2016-01,2016,2016-Q1,Sunday
839,2016-01-25,2016-01,2016,2016-Q1,Monday
840,2016-01-26,2016-01,2016,2016-Q1,Tuesday
841,2016-01-27,2016-01,2016,2016-Q1,Wednesday
842,2016-01-28,2016-01,2016,2016-Q1,Thursday
843,2016-01-29,2016-01,2016,2016-Q1,Friday
844,2016-01-30,2016-01,2016,2016-Q1,Saturday
845,2016-01-31,2016-01,2016,2016-Q1,Sunday
846,2016-02-01,2016-02,2016,2016-Q1,Monday
847,2016-02-02,2016-02,2016,2016-Q1,Tuesday
848,2016-02-03,2016-02,2016,2016-Q1,Wednesday
849,2016-02-04,2016-02,2016,2016-Q1,Thursday
850,2016-02-05,2016-02,2016,2016-Q1,Friday
851,2016-02-06,2016-02,2016,2016-Q1,Saturday
852,2016-02-07,2016-02,2016,2016-Q1,Sunday
853,2016-02-08,2016-02,2016,2016-Q1,Monday
854,2016-02-09,2016-02,2016,2016-Q1,Tuesday
855,2016-02-10,2016-02,2016,2016-Q1,Wednesday
856,2016-02-11,2016-02,2016,2016-Q1,Thursday
857,2016-02-12,2016-02,2016,2016-Q1,Friday
858,2016-02-13,2016-02,2016,2016-Q1,Saturday
859,2016-02-14,2016-02,2016,2016-Q1,Sunday
860,2016-02-15,2016-02,2016,2016-Q1,Monday
861,2016-02-16,2016-02,2016,2016-Q1,Tuesday
862,2016-02-17,2016-02,2016,2016-Q1,Wednesday
863,2016-02-18,2016-02,2016,2016-Q1,Thursday
864,2016-02-19,2016-02,2016,2016-Q1,Friday
865,2016-02-20,2016-02,2016,2016-Q1,Saturday
866,2016-02-21,2016-02,2016,2016-Q1,Sunday
867,2016-02-22,2016-02,2016,2016-Q1,Monday
868,2016-02-23,2016-02,2016,2016-Q1,Tuesday
869,2016-02-24,2016-02,2016,2016-Q1,Wednesday
870,2016-02-25,2016-02,2016,2016-Q1,Thursday
871,2016-02-26,2016-02,2016,2016-Q1,Friday
872,2016-02-27,2016-02,2016,2016-Q1,Saturday
873,2016-02-28,2016-02,2016,2016-Q1,Sunday
874,2016-02-29,2016-02,2016,2016-Q1,Monday
875,2016-03-01,2016-03,2016,2016-Q1,Tuesday
876,2016-03-02,2016-03,2016,2016-Q1,Wednesday
877,2016-03-03,2016-03,2016,2016-Q1,Thursday
878,2016-03-04,2016-03,2016,2016-Q1,Friday
879,2016-03-05,2016-03,2016,2016-Q1,Saturday
880,2016-03-06,2016-03,2016,2016-Q1,Sunday
881,2016-03-07,2016-03,2016,2016-Q1,Monday
882,2016-03-08,2016-03,2016,2016-Q1,Tuesday
883,2016-03-09,2016-03,2016,2016-Q1,Wednesday
884,2016-03-10,2016-03,2016,2016-Q1,Thursday
885,2016-03-11,2016-03,2016,2016-Q1,Friday
886,2016-03-12,2016-03,2016,2016-Q1,Saturday
887,2016-03-13,2016-03,2016,2016-Q1,Sunday
888,2016-03-14,2016-03,2016,2016-Q1,Monday
889,2016-03-15,2016-03,2016,2016-Q1,Tuesday
890,2016-03-16,2016-03,2016,2016-Q1,Wednesday
891,2016-03-17,2016-03,2016,2016-Q1,Thursday
892,2016-03-18,2016-03,2016,2016-Q1,Friday
893,2016-03-19,2016-03,2016,2016-Q1,Saturday
894,2016-03-20,2016-03,2016,2016-Q1,Sunday
895,2016-03-21,2016-03,2016,2016-Q1,Monday
896,2016-03-22,2016-03,2016,2016-Q1,Tuesday
897,2016-03-23,2016-03,2016,2016-Q1,Wednesday
898,2016-03-24,2016-03,2016,2016-Q1,Thursday
899,2016-03-25,2016-03,2016,2016-Q1,Friday
900,2016-03-26,2016-03,2016,2016-Q1,Saturday
901,2016-03-27,2016-03,2016,2016-Q1,Sunday
902,2016-03-28,2016-03,2016,2016-Q1,Monday
903,2016-03-29,2016-03,2016,2016-Q1,Tuesday
904,2016-03-30,2016-03,2016,2016-Q1,Wednesday
905,2016-03-31,2016-03,2016,2016-Q1,Thursday
906,2016-04-01,2016-04,2016,2016-Q2,Friday
907,2016-04-02,2016-04,2016,2016-Q2,Saturday
908,2016-04-03,2016-04,2016,2016-Q2,Sunday
909,2016-04-04,2016-04,2016,2016-Q2,Monday
910,2016-04-05,2016-04,2016,2016-Q2,Tuesday
911,2016-04-06,2016-04,2016,2016-Q2,Wednesday
912,2016-04-07,2016-04,2016,2016-Q2,Thursday
913,2016-04-08,2016-04,2016,2016-Q2,Friday
914,2016-04-09,2016-04,2016,2016-Q2,Saturday
915,2016-04-10,2016-04,2016,2016-Q2,Sunday
916,2016-04-11,2016-04,2016,2016-Q2,Monday
917,2016-04-12,2016-04,2016,2016-Q2,Tuesday
918,2016-04-13,2016-04,2016,2016-Q2,Wednesday
919,2016-04-14,2016-04,2016,2016-Q2,Thursday
920,2016-04-15,2016-04,2016,2016-Q2,Friday
921,2016-04-16,2016-04,2016,2016-Q2,Saturday
922,2016-04-17,2016-04,2016,2016-Q2,Sunday
923,2016-04-18,2016-04,2016,2016-Q2,Monday
924,2016-04-19,2016-04,2016,2016-Q2,Tuesday
925,2016-04-20,2016-04,2016,2016-Q2,Wednesday
926,2016-04-21,2016-04,2016,2016-Q2,Thursday
927,2016-04-22,2016-04,2016,2016-Q2,Friday
928,2016-04-23,2016-04,2016,2016-Q2,Saturday
929,2016-04-24,2016-04,2016,2016-Q2,Sunday
930,2016-04-25,2016-04,2016,2016-Q2,Monday
931,2016-04-26,2016-04,2016,2016-Q2,Tuesday
932,2016-04-27,2016-04,2016,2016-Q2,Wednesday
933,2016-04-28,2016-04,2016,2016-Q2,Thursday
934,2016-04-29,2016-04,2016,2016-Q2,Friday
935,2016-04-30,2016-04,2016,2016-Q2,Saturday
936,2016-05-01,2016-05,2016,2016-Q2,Sunday
937,2016-05-02,2016-05,2016,2016-Q2,Monday
938,2016-05-03,2016-05,2016,2016-Q2,Tuesday
939,2016-05-04,2016-05,2016,2016-Q2,Wednesday
940,2016-05-05,2016-05,2016,2016-Q2,Thursday
941,2016-05-06,2016-05,2016,2016-Q2,Friday
942,2016-05-07,2016-05,2016,2016-Q2,Saturday
943,2016-05-08,2016-05,2016,2016-Q2,Sunday
944,2016-05-09,2016-05,2016,2016-Q2,Monday
945,2016-05-10,2016-05,2016,2016-Q2,Tuesday
946,2016-05-11,2016-05,2016,2016-Q2,Wednesday
947,2016-05-12,2016-05,2016,2016-Q2,Thursday
948,2016-05-13,2016-05,2016,2016-Q2,Friday
949,2016-05-14,2016-05,2016,2016-Q2,Saturday
950,2016-05-15,2016-05,2016,2016-Q2,Sunday
951,2016-05-16,2016-05,2016,2016-Q2,Monday
952,2016-05-17,2016-05,2016,2016-Q2,Tuesday
953,2016-05-18,2016-05,2016,2016-Q2,Wednesday
954,2016-05-19,2016-05,2016,2016-Q2,Thursday
955,2016-05-20,2016-05,2016,2016-Q2,Friday
956,2016-05-21,2016-05,2016,2016-Q2,Saturday
957,2016-05-22,2016-05,2016,2016-Q2,Sunday
958,2016-05-23,2016-05,2016,2016-Q2,Monday
959,2016-05-24,2016-05,2016,2016-Q2,Tuesday
960,2016-05-25,2016-05,2016,2016-Q2,Wednesday
961,2016-05-26,2016-05,2016,2016-Q2,Thursday
962,2016-05-27,2016-05,2016,2016-Q2,Friday
963,2016-05-28,2016-05,2016,2016-Q2,Saturday
964,2016-05-29,2016-05,2016,2016-Q2,Sunday
965,2016-05-30,2016-05,2016,2016-Q2,Monday
966,2016-05-31,2016-05,2016,2016-Q2,Tuesday
967,2016-06-01,2016-06,2016,2016-Q2,Wednesday
968,2016-06-02,2016-06,2016,2016-Q2,Thursday
969,2016-06-03,2016-06,2016,2016-Q2,Friday
970,2016-06-04,2016-06,2016,2016-Q2,Saturday
971,2016-06-05,2016-06,2016,2016-Q2,Sunday
972,2016-06-06,2016-06,2016,2016-Q2,Monday
973,2016-06-07,2016-06,2016,2016-Q2,Tuesday
974,2016-06-08,2016-06,2016,2016-Q2,Wednesday
975,2016-06-09,2016-06,2016,2016-Q2,Thursday
976,2016-06-10,2016-06,2016,2016-Q2,Friday
977,2016-06-11,2016-06,2016,2016-Q2,Saturday
978,2016-06-12,2016-06,2016,2016-Q2,Sunday
979,2016-06-13,2016-06,2016,2016-Q2,Monday
980,2016-06-14,2016-06,2016,2016-Q2,Tuesday
981,2016-06-15,2016-06,2016,2016-Q2,Wednesday
982,2016-06-16,2016-06,2016,2016-Q2,Thursday
983,2016-06-18,2016-06,2016,2016-Q2,Saturday
984,2016-06-19,2016-06,2016,2016-Q2,Sunday
985,2016-06-20,2016-06,2016,2016-Q2,Monday
986,2016-06-21,2016-06,2016,2016-Q2,Tuesday
987,2016-06-22,2016-06,2016,2016-Q2,Wednesday
988,2016-06-23,2016-06,2016,2016-Q2,Thursday
989,2016-06-24,2016-06,2016,2016-Q2,Friday
990,2016-06-25,2016-06,2016,2016-Q2,Saturday
991,2016-06-26,2016-06,2016,2016-Q2,Sunday
992,2016-06-27,2016-06,2016,2016-Q2,Monday
993,2016-06-28,2016-06,2016,2016-Q2,Tuesday
994,2016-06-29,2016-06,2016,2016-Q2,Wednesday
995,2016-06-30,2016-06,2016,2016-Q2,Thursday
996,2016-07-01,2016-07,2016,2016-Q3,Friday
997,2016-07-02,2016-07,2016,2016-Q3,Saturday
998,2016-07-03,2016-07,2016,2016-Q3,Sunday
999,2016-07-04,2016-07,2016,2016-Q3,Monday
1000,2016-07-05,2016-07,2016,2016-Q3,Tuesday
1001,2016-07-06,2016-07,2016,2016-Q3,Wednesday
1002,2016-07-07,2016-07,2016,2016-Q3,Thursday
1003,2016-07-08,2016-07,2016,2016-Q3,Friday
1004,2016-07-09,2016-07,2016,2016-Q3,Saturday
1005,2016-07-10,2016-07,2016,2016-Q3,Sunday
1006,2016-07-11,2016-07,2016,2016-Q3,Monday
1007,2016-07-12,2016-07,2016,2016-Q3,Tuesday
1008,2016-07-13,2016-07,2016,2016-Q3,Wednesday
1009,2016-07-14,2016-07,2016,2016-Q3,Thursday
1010,2016-07-15,2016-07,2016,2016-Q3,Friday
1011,2016-07-16,2016-07,2016,2016-Q3,Saturday
1012,2016-07-17,2016-07,2016,2016-Q3,Sunday
1013,2016-07-18,2016-07,2016,2016-Q3,Monday
1014,2016-07-19,2016-07,2016,2016-Q3,Tuesday
1015,2016-07-20,2016-07,2016,2016-Q3,Wednesday
1016,2016-07-21,2016-07,2016,2016-Q3,Thursday
1017,2016-07-22,2016-07,2016,2016-Q3,Friday
1018,2016-07-23,2016-07,2016,2016-Q3,Saturday
1019,2016-07-24,2016-07,2016,2016-Q3,Sunday
1020,2016-07-25,2016-07,2016,2016-Q3,Monday
1021,2016-07-26,2016-07,2016,2016-Q3,Tuesday
1022,2016-07-27,2016-07,2016,2016-Q3,Wednesday
1023,2016-07-28,2016-07,2016,2016-Q3,Thursday
1024,2016-07-29,2016-07,2016,2016-Q3,Friday
1025,2016-07-30,2016-07,2016,2016-Q3,Saturday
1026,2016-07-31,2016-07,2016,2016-Q3,Sunday
1027,2016-08-01,2016-08,2016,2016-Q3,Monday
1028,2016-08-02,2016-08,2016,2016-Q3,Tuesday
1029,2016-08-03,2016-08,2016,2016-Q3,Wednesday
1030,2016-08-04,2016-08,2016,2016-Q3,Thursday
1031,2016-08-05,2016-08,2016,2016-Q3,Friday
1032,2016-08-06,2016-08,2016,2016-Q3,Saturday
1033,2016-08-07,2016-08,2016,2016-Q3,Sunday
1034,2016-08-08,2016-08,2016,2016-Q3,Monday
1035,2016-08-09,2016-08,2016,2016-Q3,Tuesday
1036,2016-08-10,2016-08,2016,2016-Q3,Wednesday
1037,2016-08-11,2016-08,2016,2016-Q3,Thursday
1038,2016-08-12,2016-08,2016,2016-Q3,Friday
1039,2016-08-13,2016-08,2016,2016-Q3,Saturday
1040,2016-08-14,2016-08,2016,2016-Q3,Sunday
1041,2016-08-15,2016-08,2016,2016-Q3,Monday
1042,2016-08-16,2016-08,2016,2016-Q3,Tuesday
1043,2016-08-17,2016-08,2016,2016-Q3,Wednesday
1044,2016-08-18,2016-08,2016,2016-Q3,Thursday
1045,2016-08-19,2016-08,2016,2016-Q3,Friday
1046,2016-08-20,2016-08,2016,2016-Q3,Saturday
1047,2016-08-21,2016-08,2016,2016-Q3,Sunday
1048,2016-08-22,2016-08,2016,2016-Q3,Monday
1049,2016-08-23,2016-08,2016,2016-Q3,Tuesday
1050,2016-08-24,2016-08,2016,2016-Q3,Wednesday
1051,2016-08-25,2016-08,2016,2016-Q3,Thursday
1052,2016-08-26,2016-08,2016,2016-Q3,Friday
1053,2016-08-27,2016-08,2016,2016-Q3,Saturday
1054,2016-08-28,2016-08,2016,2016-Q3,Sunday
1055,2016-08-29,2016-08,2016,2016-Q3,Monday
1056,2016-08-30,2016-08,2016,2016-Q3,Tuesday
1057,2016-08-31,2016-08,2016,2016-Q3,Wednesday
1058,2016-09-01,2016-09,2016,2016-Q3,Thursday
1059,2016-09-02,2016-09,2016,2016-Q3,Friday
1060,2016-09-03,2016-09,2016,2016-Q3,Saturday
1061,2016-09-04,2016-09,2016,2016-Q3,Sunday
1062,2016-09-05,2016-09,2016,2016-Q3,Monday
1063,2016-09-06,2016-09,2016,2016-Q3,Tuesday
1064,2016-09-07,2016-09,2016,2016-Q3,Wednesday
1065,2016-09-08,2016-09,2016,2016-Q3,Thursday
1066,2016-09-09,2016-09,2016,2016-Q3,Friday
1067,2016-09-10,2016-09,2016,2016-Q3,Saturday
1068,2016-09-11,2016-09,2016,2016-Q3,Sunday
1069,2016-09-12,2016-09,2016,2016-Q3,Monday
1070,2016-09-13,2016-09,2016,2016-Q3,Tuesday
1071,2016-09-14,2016-09,2016,2016-Q3,Wednesday
1072,2016-09-15,2016-09,2016,2016-Q3,Thursday
1073,2016-09-16,2016-09,2016,2016-Q3,Friday
1074,2016-09-17,2016-09,2016,2016-Q3,Saturday
1075,2016-09-18,2016-09,2016,2016-Q3,Sunday
1076,2016-09-19,2016-09,2016,2016-Q3,Monday
1077,2016-09-20,2016-09,2016,2016-Q3,Tuesday
1078,2016-09-21,2016-09,2016,2016-Q3,Wednesday
1079,2016-09-22,2016-09,2016,2016-Q3,Thursday
1080,2016-09-23,2016-09,2016,2016-Q3,Friday
1081,2016-09-24,2016-09,2016,2016-Q3,Saturday
1082,2016-09-25,2016-09,2016,2016-Q3,Sunday
1083,2016-09-26,2016-09,2016,2016-Q3,Monday
1084,2016-09-27,2016-09,2016,2016-Q3,Tuesday
1085,2016-09-28,2016-09,2016,2016-Q3,Wednesday
1086,2016-09-29,2016-09,2016,2016-Q3,Thursday
1087,2016-09-30,2016-09,2016,2016-Q3,Friday
1088,2016-10-01,2016-10,2016,2016-Q4,Saturday
1089,2016-10-02,2016-10,2016,2016-Q4,Sunday
1090,2016-10-03,2016-10,2016,2016-Q4,Monday
1091,2016-10-04,2016-10,2016,2016-Q4,Tuesday
1092,2016-10-05,2016-10,2016,2016-Q4,Wednesday
1093,2016-10-06,2016-10,2016,2016-Q4,Thursday
1094,2016-10-07,2016-10,2016,2016-Q4,Friday
1095,2016-10-08,2016-10,2016,2016-Q4,Saturday
1096,2016-10-09,2016-10,2016,2016-Q4,Sunday
1097,2016-10-10,2016-10,2016,2016-Q4,Monday
1098,2016-10-11,2016-10,2016,2016-Q4,Tuesday
1099,2016-10-12,2016-10,2016,2016-Q4,Wednesday
1100,2016-10-13,2016-10,2016,2016-Q4,Thursday
1101,2016-10-14,2016-10,2016,2016-Q4,Friday
1102,2016-10-15,2016-10,2016,2016-Q4,Saturday
1103,2016-10-16,2016-10,2016,2016-Q4,Sunday
1104,2016-10-17,2016-10,2016,2016-Q4,Monday
1105,2016-10-18,2016-10,2016,2016-Q4,Tuesday
1106,2016-10-19,2016-10,2016,2016-Q4,Wednesday
1107,2016-10-20,2016-10,2016,2016-Q4,Thursday
1108,2016-10-21,2016-10,2016,2016-Q4,Friday
1109,2016-10-22,2016-10,2016,2016-Q4,Saturday
1110,2016-10-23,2016-10,2016,2016-Q4,Sunday
1111,2016-10-24,2016-10,2016,2016-Q4,Monday
1112,2016-10-25,2016-10,2016,2016-Q4,Tuesday
1113,2016-10-26,2016-10,2016,2016-Q4,Wednesday
1114,2016-10-27,2016-10,2016,2016-Q4,Thursday
1115,2016-10-28,2016-10,2016,2016-Q4,Friday
1116,2016-10-29,2016-10,2016,2016-Q4,Saturday
1117,2016-10-30,2016-10,2016,2016-Q4,Sunday
1118,2016-10-31,2016-10,2016,2016-Q4,Monday
1119,2016-11-01,2016-11,2016,2016-Q4,Tuesday
1120,2016-11-02,2016-11,2016,2016-Q4,Wednesday
1121,2016-11-03,2016-11,2016,2016-Q4,Thursday
1122,2016-11-04,2016-11,2016,2016-Q4,Friday
1123,2016-11-05,2016-11,2016,2016-Q4,Saturday
1124,2016-11-06,2016-11,2016,2016-Q4,Sunday
1125,2016-11-07,2016-11,2016,2016-Q4,Monday
1126,2016-11-08,2016-11,2016,2016-Q4,Tuesday
1127,2016-11-09,2016-11,2016,2016-Q4,Wednesday
1128,2016-11-10,2016-11,2016,2016-Q4,Thursday
1129,2016-11-11,2016-11,2016,2016-Q4,Friday
1130,2016-11-12,2016-11,2016,2016-Q4,Saturday
1131,2016-11-13,2016-11,2016,2016-Q4,Sunday
1132,2016-11-14,2016-11,2016,2016-Q4,Monday
1133,2016-11-15,2016-11,2016,2016-Q4,Tuesday
1134,2016-11-16,2016-11,2016,2016-Q4,Wednesday
1135,2016-11-17,2016-11,2016,2016-Q4,Thursday
1136,2016-11-18,2016-11,2016,2016-Q4,Friday
1137,2016-11-19,2016-11,2016,2016-Q4,Saturday
1138,2016-11-20,2016-11,2016,2016-Q4,Sunday
1139,2016-11-21,2016-11,2016,2016-Q4,Monday
1140,2016-11-22,2016-11,2016,2016-Q4,Tuesday
1141,2016-11-23,2016-11,2016,2016-Q4,Wednesday
1142,2016-11-24,2016-11,2016,2016-Q4,Thursday
1143,2016-11-25,2016-11,2016,2016-Q4,Friday
1144,2016-11-26,2016-11,2016,2016-Q4,Saturday
1145,2016-11-27,2016-11,2016,2016-Q4,Sunday
1146,2016-11-28,2016-11,2016,2016-Q4,Monday
1147,2016-11-29,2016-11,2016,2016-Q4,Tuesday
1148,2016-11-30,2016-11,2016,2016-Q4,Wednesday
1149,2016-12-01,2016-12,2016,2016-Q4,Thursday
1150,2016-12-02,2016-12,2016,2016-Q4,Friday
1151,2016-12-03,2016-12,2016,2016-Q4,Saturday
1152,2016-12-04,2016-12,2016,2016-Q4,Sunday
1153,2016-12-05,2016-12,2016,2016-Q4,Monday
1154,2016-12-06,2016-12,2016,2016-Q4,Tuesday
1155,2016-12-07,2016-12,2016,2016-Q4,Wednesday
1156,2016-12-08,2016-12,2016,2016-Q4,Thursday
1157,2016-12-09,2016-12,2016,2016-Q4,Friday
1158,2016-12-10,2016-12,2016,2016-Q4,Saturday
1159,2016-12-11,2016-12,2016,2016-Q4,Sunday
1160,2016-12-12,2016-12,2016,2016-Q4,Monday
1161,2016-12-13,2016-12,2016,2016-Q4,Tuesday
1162,2016-12-14,2016-12,2016,2016-Q4,Wednesday
1163,2016-12-15,2016-12,2016,2016-Q4,Thursday
1164,2016-12-16,2016-12,2016,2016-Q4,Friday
1165,2016-12-17,2016-12,2016,2016-Q4,Saturday
1166,2016-12-18,2016-12,2016,2016-Q4,Sunday
1167,2016-12-19,2016-12,2016,2016-Q4,Monday
1168,2016-12-20,2016-12,2016,2016-Q4,Tuesday
1169,2016-12-21,2016-12,2016,2016-Q4,Wednesday
1170,2016-12-22,2016-12,2016,2016-Q4,Thursday
1171,2016-12-23,2016-12,2016,2016-Q4,Friday
1172,2016-12-24,2016-12,2016,2016-Q4,Saturday
1173,2016-12-25,2016-12,2016,2016-Q4,Sunday
1174,2016-12-26,2016-12,2016,2016-Q4,Monday
1175,2016-12-27,2016-12,2016,2016-Q4,Tuesday
1176,2016-12-28,2016-12,2016,2016-Q4,Wednesday
1177,2016-12-29,2016-12,2016,2016-Q4,Thursday
1178,2016-12-30,2016-12,2016,2016-Q4,Friday
1179,2016-12-31,2016-12,2016,2016-Q4,Saturday
1180,2017-01-01,2017-01,2017,2017-Q1,Sunday
1181,2017-01-02,2017-01,2017,2017-Q1,Monday
1182,2017-01-03,2017-01,2017,2017-Q1,Tuesday
1183,2017-01-04,2017-01,2017,2017-Q1,Wednesday
1184,2017-01-05,2017-01,2017,2017-Q1,Thursday
1185,2017-01-06,2017-01,2017,2017-Q1,Friday
1186,2017-01-07,2017-01,2017,2017-Q1,Saturday
1187,2017-01-08,2017-01,2017,2017-Q1,Sunday
1188,2017-01-09,2017-01,2017,2017-Q1,Monday
1189,2017-01-10,2017-01,2017,2017-Q1,Tuesday
1190,2017-01-11,2017-01,2017,2017-Q1,Wednesday
1191,2017-01-12,2017-01,2017,2017-Q1,Thursday
1192,2017-01-13,2017-01,2017,2017-Q1,Friday
1193,2017-01-14,2017-01,2017,2017-Q1,Saturday
1194,2017-01-15,2017-01,2017,2017-Q1,Sunday
1195,2017-01-16,2017-01,2017,2017-Q1,Monday
1196,2017-01-17,2017-01,2017,2017-Q1,Tuesday
1197,2017-01-18,2017-01,2017,2017-Q1,Wednesday
1198,2017-01-19,2017-01,2017,2017-Q1,Thursday
1199,2017-01-20,2017-01,2017,2017-Q1,Friday
1200,2017-01-21,2017-01,2017,2017-Q1,Saturday
1201,2017-01-22,2017-01,2017,2017-Q1,Sunday
1202,2017-01-23,2017-01,2017,2017-Q1,Monday
1203,2017-01-25,2017-01,2017,2017-Q1,Wednesday
1204,2017-01-26,2017-01,2017,2017-Q1,Thursday
1205,2017-01-27,2017-01,2017,2017-Q1,Friday
1206,2017-01-28,2017-01,2017,2017-Q1,Saturday
1207,2017-01-29,2017-01,2017,2017-Q1,Sunday
1208,2017-01-30,2017-01,2017,2017-Q1,Monday
1209,2017-01-31,2017-01,2017,2017-Q1,Tuesday
1210,2017-02-01,2017-02,2017,2017-Q1,Wednesday
1211,2017-02-02,2017-02,2017,2017-Q1,Thursday
1212,2017-02-03,2017-02,2017,2017-Q1,Friday
1213,2017-02-04,2017-02,2017,2017-Q1,Saturday
1214,2017-02-05,2017-02,2017,2017-Q1,Sunday
1215,2017-02-06,2017-02,2017,2017-Q1,Monday
1216,2017-02-07,2017-02,2017,2017-Q1,Tuesday
1217,2017-02-08,2017-02,2017,2017-Q1,Wednesday
1218,2017-02-09,2017-02,2017,2017-Q1,Thursday
1219,2017-02-10,2017-02,2017,2017-Q1,Friday
1220,2017-02-11,2017-02,2017,2017-Q1,Saturday
1221,2017-02-12,2017-02,2017,2017-Q1,Sunday
1222,2017-02-13,2017-02,2017,2017-Q1,Monday
1223,2017-02-14,2017-02,2017,2017-Q1,Tuesday
1224,2017-02-15,2017-02,2017,2017-Q1,Wednesday
1225,2017-02-16,2017-02,2017,2017-Q1,Thursday
1226,2017-02-17,2017-02,2017,2017-Q1,Friday
1227,2017-02-18,2017-02,2017,2017-Q1,Saturday
1228,2017-02-19,2017-02,2017,2017-Q1,Sunday
1229,2017-02-20,2017-02,2017,2017-Q1,Monday
1230,2017-02-21,2017-02,2017,2017-Q1,Tuesday
